Err2D,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
5.246093e+00,5.000000e-01,6.986252e-01,4.274034e-01,6.870147e-01,3.592476e-01,3.297526e-01,3.102084e-01,2.311721e-01,1.431372e-01,5.503830e-01
4.211184e+00,5.000000e-01,6.985975e-01,4.275918e-01,7.891530e-01,3.790615e-01,3.046173e-01,2.514094e-01,2.814321e-01,4.583916e-04,4.041594e-04
5.555820e+00,4.285714e-01,6.445032e-01,4.117765e-01,7.391590e-01,4.537816e-01,2.803969e-01,2.565904e-01,2.492645e-01,2.348856e-04,1.670227e-04
8.334850e+00,5.000000e-01,6.985408e-01,4.279700e-01,6.708876e-01,4.969355e-01,2.498578e-01,2.323215e-01,1.815117e-01,1.432696e-01,5.503322e-01
3.567928e+01,5.000000e-01,6.972436e-01,3.507015e-01,5.956278e-01,5.292900e-01,3.315815e-01,2.591082e-01,3.280619e-01,2.862278e-01,7.382836e-01
1.134448e+01,6.428571e-01,6.177132e-01,4.265854e-01,5.158193e-01,6.538404e-01,3.944870e-01,2.617880e-01,3.843467e-01,2.420890e-01,6.854819e-01
1.227361e+01,7.142857e-01,5.637421e-01,5.219822e-01,5.583818e-01,6.619387e-01,2.026216e-01,1.588496e-01,1.458968e-01,2.247080e-01,6.629084e-01
4.312316e+00,5.000000e-01,7.075557e-01,2.855550e-01,7.837773e-01,2.805820e-01,1.491527e-01,1.340302e-01,1.183030e-01,2.277295e-04,1.704592e-04
7.208798e+00,5.000000e-01,7.075875e-01,2.857041e-01,7.784016e-01,2.414489e-01,1.460597e-01,1.327790e-01,1.127131e-01,1.873818e-04,2.362494e-04
8.078044e+00,6.428571e-01,5.511651e-01,5.043711e-01,7.205095e-01,4.959579e-01,2.095434e-01,1.792069e-01,1.389993e-01,2.418259e-01,6.856173e-01
6.156536e+00,7.142857e-01,5.754470e-01,4.816269e-01,7.188849e-01,4.323641e-01,2.115005e-01,1.630996e-01,1.572997e-01,1.124509e-01,4.878813e-01
5.543486e+00,7.142857e-01,5.754459e-01,4.817304e-01,7.315562e-01,3.956554e-01,2.039694e-01,1.539952e-01,1.574721e-01,1.448354e-04,1.435255e-04
2.158826e+01,6.428571e-01,4.634113e-01,6.306856e-01,6.613767e-01,5.877802e-01,2.508248e-01,1.859908e-01,2.183358e-01,1.210066e-01,5.063279e-01
2.173285e+01,6.428571e-01,4.634488e-01,6.307507e-01,6.522794e-01,6.187235e-01,2.906248e-01,2.126571e-01,2.571602e-01,1.664553e-04,2.364672e-04
7.815316e+00,7.142857e-01,5.754428e-01,4.820411e-01,7.315562e-01,3.895333e-01,2.159719e-01,1.693188e-01,1.555040e-01,2.245106e-01,6.630054e-01
7.673034e+00,7.142857e-01,5.754416e-01,4.821451e-01,7.357800e-01,3.705828e-01,2.393892e-01,1.823900e-01,1.819708e-01,1.966977e-04,2.937856e-04
6.962298e+00,7.142857e-01,5.754402e-01,4.822493e-01,7.315562e-01,4.077059e-01,2.495794e-01,1.887194e-01,1.921921e-01,2.426078e-04,3.913953e-04
7.668116e+00,7.142857e-01,5.754391e-01,4.823534e-01,7.315562e-01,4.466482e-01,2.529580e-01,1.925281e-01,1.926331e-01,1.601739e-04,1.722914e-04
6.914350e+00,7.142857e-01,5.754381e-01,4.824575e-01,7.062136e-01,5.118662e-01,2.406220e-01,1.871309e-01,1.760839e-01,9.192711e-05,1.167497e-04
5.986405e+00,7.142857e-01,5.754368e-01,4.825620e-01,6.639760e-01,5.860310e-01,2.351958e-01,1.807354e-01,1.760656e-01,1.713343e-04,2.025705e-04
1.745640e+01,6.428571e-01,6.419645e-01,4.049860e-01,7.387041e-01,4.370782e-01,2.069082e-01,1.669476e-01,1.576668e-01,6.510100e-05,7.810328e-05
1.581707e+01,6.428571e-01,6.419818e-01,4.050421e-01,7.432528e-01,4.682088e-01,2.151748e-01,1.651041e-01,1.786916e-01,1.604089e-04,2.418477e-04
9.262544e+00,5.714286e-01,7.044595e-01,3.392952e-01,8.160315e-01,2.001356e-01,1.815266e-01,1.509554e-01,1.472132e-01,1.862912e-04,4.078907e-04
8.817029e+00,5.714286e-01,7.044918e-01,3.393064e-01,8.012484e-01,2.370434e-01,5.230103e-02,4.836155e-02,3.179674e-02,9.934426e-05,1.709413e-04
8.598516e+00,5.714286e-01,7.045250e-01,3.393176e-01,7.913929e-01,2.200561e-01,6.503814e-02,6.030273e-02,3.909916e-02,3.646869e-05,1.051871e-04
8.874801e+00,5.714286e-01,7.045575e-01,3.393291e-01,7.913929e-01,2.353765e-01,1.868340e-01,1.538628e-01,1.542017e-01,4.351382e-05,1.064703e-04
7.510095e+00,5.714286e-01,7.045915e-01,3.393401e-01,7.913929e-01,2.782262e-01,2.071869e-01,1.718541e-01,1.688152e-01,9.906410e-05,2.711974e-04
7.396268e+00,5.714286e-01,7.046243e-01,3.393517e-01,7.766097e-01,2.641173e-01,2.070472e-01,1.724561e-01,1.674063e-01,4.193802e-05,1.091538e-04
7.604161e+00,5.714286e-01,7.046574e-01,3.393635e-01,7.815375e-01,2.804880e-01,2.219824e-01,1.828959e-01,1.830573e-01,2.455119e-05,3.136975e-05
8.023706e+00,5.714286e-01,7.046903e-01,3.393755e-01,7.667543e-01,2.880396e-01,2.294162e-01,1.923779e-01,1.831279e-01,1.310245e-05,5.638283e-06
7.751933e+00,5.714286e-01,7.047232e-01,3.393873e-01,7.371879e-01,3.128900e-01,2.318535e-01,1.969592e-01,1.802841e-01,4.713619e-05,5.225330e-05
8.507508e+00,5.714286e-01,7.047561e-01,3.393996e-01,7.273325e-01,3.338452e-01,2.380789e-01,2.041795e-01,1.813497e-01,2.697604e-05,5.869647e-05
6.739185e+00,5.714286e-01,7.047884e-01,3.394114e-01,7.224047e-01,3.235641e-01,2.429754e-01,2.063712e-01,1.890015e-01,1.250447e-04,1.539100e-04
6.111175e+00,5.714286e-01,7.048212e-01,3.394235e-01,7.026938e-01,3.297072e-01,2.348949e-01,1.966051e-01,1.881786e-01,1.129239e-05,1.152538e-05
7.715009e+00,5.714286e-01,7.048544e-01,3.394363e-01,6.681997e-01,2.895166e-01,2.313539e-01,1.950783e-01,1.826674e-01,9.986722e-05,1.193986e-04
