Err2D,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
2.562191e+00,6.992108e-01,3.023916e-01,5.504164e-01,5.184094e-01,4.259068e-01,2.439922e-01,1.888274e-01,2.078607e-01,4.303259e-05,1.736160e-05
2.552258e+00,6.992108e-01,3.023907e-01,5.503988e-01,5.139912e-01,4.044681e-01,2.486890e-01,1.909741e-01,2.159406e-01,2.615695e-05,1.644813e-05
2.454810e+00,6.992108e-01,3.023899e-01,5.503813e-01,5.184094e-01,3.682815e-01,2.551229e-01,2.034154e-01,1.997885e-01,2.325330e-05,1.486634e-05
2.446308e+00,6.992108e-01,3.023891e-01,5.503637e-01,5.162003e-01,3.767606e-01,2.757130e-01,2.192628e-01,2.176764e-01,1.072299e-05,1.399065e-05
2.371538e+00,6.992108e-01,3.023882e-01,5.503463e-01,5.051546e-01,3.849093e-01,2.847554e-01,2.243439e-01,2.311937e-01,1.237510e-05,1.122863e-05
2.336703e+00,6.992108e-01,3.023874e-01,5.503288e-01,5.029455e-01,3.997038e-01,2.997060e-01,2.316803e-01,2.560575e-01,1.139189e-05,1.003925e-05
2.383514e+00,6.992108e-01,3.023865e-01,5.503114e-01,4.918999e-01,4.080285e-01,2.889770e-01,2.165463e-01,2.648716e-01,3.052774e-05,4.140596e-05
2.162762e+00,7.790120e-01,2.763959e-01,5.322725e-01,4.350515e-01,5.126971e-01,3.046024e-01,2.128264e-01,2.872600e-01,2.166678e-01,5.291481e-01
2.274370e+00,7.790120e-01,2.763953e-01,5.322557e-01,4.350515e-01,5.174289e-01,3.125930e-01,2.078710e-01,3.171300e-01,3.160717e-05,2.590971e-05
2.331820e+00,7.790120e-01,2.763947e-01,5.322390e-01,4.412371e-01,5.380245e-01,3.224083e-01,2.157887e-01,3.242938e-01,4.567460e-06,2.678309e-06
2.455316e+00,7.790120e-01,2.763940e-01,5.322224e-01,4.515464e-01,5.115079e-01,3.427557e-01,2.354767e-01,3.320774e-01,2.888119e-05,2.623290e-05
2.823326e+00,7.790120e-01,2.763934e-01,5.322057e-01,4.577320e-01,4.909912e-01,3.739753e-01,2.564788e-01,3.632845e-01,3.004586e-05,4.964433e-05
2.917468e+00,7.790120e-01,1.885310e-01,6.863974e-01,4.494845e-01,4.863587e-01,3.852373e-01,2.582754e-01,3.866074e-01,2.166589e-01,5.291496e-01
2.916304e+00,7.790120e-01,1.885167e-01,6.864195e-01,4.494845e-01,4.876035e-01,3.987042e-01,2.624197e-01,4.098407e-01,1.062211e-05,5.486368e-06
2.338522e+00,7.790120e-01,1.546991e-01,7.149241e-01,4.762887e-01,4.395191e-01,4.278805e-01,2.923624e-01,4.179695e-01,2.166579e-01,5.291498e-01
2.483474e+00,7.790120e-01,1.546846e-01,7.149449e-01,4.907216e-01,4.434355e-01,5.147178e-01,3.413477e-01,5.240451e-01,4.006838e-05,6.907659e-05
2.341180e+00,6.992108e-01,2.081810e-01,7.155688e-01,5.029455e-01,4.194355e-01,3.868632e-01,2.431411e-01,4.493862e-01,1.984848e-05,1.328959e-05
2.232954e+00,6.992108e-01,2.081654e-01,7.155926e-01,5.051546e-01,4.055979e-01,3.890666e-01,2.432355e-01,4.540700e-01,8.151040e-06,5.809238e-06
2.236308e+00,6.992108e-01,2.081498e-01,7.156165e-01,5.095729e-01,4.108928e-01,3.869597e-01,2.410637e-01,4.530063e-01,1.369329e-05,7.353058e-06
2.267480e+00,6.992108e-01,2.081342e-01,7.156404e-01,5.184094e-01,4.152003e-01,3.903518e-01,2.443987e-01,4.549800e-01,1.719573e-06,3.423217e-06
2.330355e+00,6.992108e-01,2.081185e-01,7.156643e-01,5.228277e-01,4.077142e-01,3.938075e-01,2.470490e-01,4.582067e-01,1.967483e-05,1.116086e-05
2.317326e+00,6.992108e-01,2.081028e-01,7.156883e-01,5.360825e-01,4.131182e-01,3.824540e-01,2.421419e-01,4.413120e-01,1.657480e-05,1.059655e-05
2.247774e+00,6.992108e-01,2.080870e-01,7.157124e-01,5.868925e-01,4.042079e-01,3.695405e-01,2.374712e-01,4.204443e-01,1.028127e-04,3.877191e-05
2.308966e+00,7.790120e-01,1.895998e-01,6.860956e-01,5.690722e-01,3.565936e-01,3.731537e-01,2.426816e-01,3.891919e-01,2.167350e-01,5.291363e-01
3.482391e+00,7.790120e-01,1.883580e-01,6.866662e-01,5.484536e-01,3.702773e-01,4.819424e-01,2.987580e-01,5.291450e-01,2.167644e-01,5.291312e-01
2.456091e+00,6.992108e-01,2.080386e-01,7.157868e-01,6.244477e-01,2.714687e-01,3.506896e-01,2.257596e-01,3.983008e-01,8.471718e-05,5.127276e-05
2.536588e+00,6.992108e-01,2.080223e-01,7.158121e-01,6.354934e-01,2.469628e-01,3.465778e-01,2.218707e-01,3.957713e-01,7.943488e-05,4.280698e-05
2.557660e+00,6.992108e-01,2.080058e-01,7.158375e-01,5.935199e-01,2.763542e-01,3.473933e-01,2.230008e-01,3.956576e-01,3.528144e-05,2.348336e-05
